report_date,product_code,product_name,product_series,product_type,channel,risk_level,open_type,holding_period_days,inception_date,running_days,product_scale_bn,scale_wow_bn,scale_mom_bn,latest_nav,daily_nav_change_bp,since_inception_annual_return,return_1m,return_3m,return_6m,return_1y,return_ytd,max_drawdown,volatility,sharpe,benchmark_lower,benchmark_upper,benchmark_status,evidence_id
2025-02-14,WP0022,封闭精选混合类样例022,稳健添利,混合类,交行,R3,270天,270,2023-11-17,455,1.7126,0.194,0.0,0.964149,25.31,-0.03821,-0.003188,0.023206,0.028303,-0.036768,-0.017914,-0.093058,0.087291,-0.666852,0.0401,0.0699,below_lower,ev_snapshot_WP0022_20250214
2025-02-14,WP0023,多元配置QDII样例023,全球配置,QDII,厦门银行,R3,360天,360,2024-02-09,371,7.4214,0.0677,0.0,0.80614,32.7,-0.202502,-0.01956,-0.072269,-0.124528,-0.195531,-0.058366,-0.210356,0.121678,-1.828615,0.0422,0.0738,below_lower,ev_snapshot_WP0023_20250214
2025-02-14,WP0024,持有期增强现金管理样例024,多元配置,现金管理,邮惠万家,R1,1年封闭,365,2022-09-02,896,18.4231,0.0066,0.0,1.016536,3.33,0.020906,0.003673,0.007822,0.009714,0.020094,0.005076,-0.001603,0.005208,0.174005,0.0057,0.0303,in_range,ev_snapshot_WP0024_20250214
2025-02-14,WP0025,全球配置封闭式样例025,现金优选,封闭式,个金,R2,日开,1,2022-11-18,819,11.3405,0.1482,0.0,0.963479,6.5,-0.041223,-0.002404,-0.036275,-0.004396,-0.039669,-0.002965,-0.049802,0.051085,-1.198439,0.0322,0.0478,below_lower,ev_snapshot_WP0025_20250214
2025-02-14,WP0026,现金优选最短持有期型样例026,多元配置,最短持有期型,私银,R3,7天,7,2023-05-05,651,14.9944,0.1464,0.0,1.023037,6.13,0.019406,-0.002878,0.00918,0.018492,0.018653,0.002588,-0.01636,0.026758,-0.022198,0.0225,0.0495,below_lower,ev_snapshot_WP0026_20250214
2025-02-14,WP0027,多元配置日开型样例027,稳健添利,日开型,对公,R1,14天,14,2023-04-21,665,1.7479,-0.1025,0.0,1.010944,0.38,0.015299,-0.002759,-0.003768,0.008101,0.014707,-0.002417,-0.004404,0.007952,-0.591161,0.0153,0.0287,below_lower,ev_snapshot_WP0027_20250214
2025-02-14,WP0028,悦享固收纯固收样例028,封闭精选,纯固收,直销,R2,21天,21,2022-08-12,917,3.7483,-0.0257,0.0,1.037211,2.11,0.03701,0.001956,0.012897,0.034671,0.035561,0.001005,-0.011209,0.020648,0.823792,0.0229,0.0391,in_range,ev_snapshot_WP0028_20250214
2025-02-14,WP0029,多元配置固收增强样例029,悦享固收,固收增强,百信,R3,30天,30,2023-05-19,637,6.5799,-0.0917,0.0,1.051642,-5.92,0.052368,-0.001371,0.042292,0.062251,0.050304,-0.000682,-0.017865,0.038116,0.8492,0.0289,0.0551,in_range,ev_snapshot_WP0029_20250214
2025-02-14,WP0030,持有期增强多资产样例030,持有期增强,多资产,交行,R3,60天,60,2024-03-01,350,12.2597,0.1784,0.0,1.035285,15.51,0.035053,0.040433,0.005181,-0.016561,0.033683,0.001341,-0.078742,0.091855,0.163882,0.0445,0.0595,below_lower,ev_snapshot_WP0030_20250214
2025-02-14,WP0031,多元配置混合类样例031,悦享固收,混合类,厦门银行,R3,90天,90,2022-01-14,1127,6.9319,0.0517,0.0,0.844127,-5.87,-0.158828,-0.008442,-0.012034,-0.034257,-0.153214,-0.005537,-0.154335,0.09343,-1.914046,0.0444,0.0656,below_lower,ev_snapshot_WP0031_20250214
2025-02-14,WP0032,封闭精选QDII样例032,多元配置,QDII,邮惠万家,R4,120天,120,2023-10-20,483,12.3225,0.1359,0.0,0.985562,1.32,-0.012722,-0.037944,-0.094046,-0.09491,-0.012235,-0.05043,-0.125097,0.15082,-0.216957,0.0454,0.0706,below_lower,ev_snapshot_WP0032_20250214
2025-02-14,WP0033,持有期增强现金管理样例033,封闭精选,现金管理,个金,R1,180天,180,2022-07-08,952,21.4082,0.0073,0.0,1.027607,0.96,0.02375,0.001295,0.005044,0.01262,0.022826,0.002363,-0.001478,0.004083,0.918566,0.0111,0.0249,in_range,ev_snapshot_WP0033_20250214
2025-02-14,WP0034,现金优选封闭式样例034,持有期增强,封闭式,私银,R2,270天,270,2022-03-04,1078,1.0897,0.0681,0.0,1.052312,-5.22,0.057218,-0.000294,0.013086,0.007703,0.054958,-0.003717,-0.022754,0.045811,0.81242,0.0287,0.0513,above_upper,ev_snapshot_WP0034_20250214
2025-02-14,WP0035,现金优选最短持有期型样例035,全球配置,最短持有期型,对公,R3,360天,360,2022-12-30,777,4.4773,0.1767,0.0,1.060166,14.71,0.064065,0.00638,0.044244,0.038858,0.061527,0.020502,-0.019486,0.037497,1.175178,0.0183,0.0537,above_upper,ev_snapshot_WP0035_20250214
2025-02-14,WP0036,封闭精选日开型样例036,稳健添利,日开型,直销,R2,1年封闭,365,2022-04-22,1029,10.5716,0.1467,0.0,1.009759,0.33,0.013098,0.00113,0.004779,0.007916,0.012591,0.001464,-0.001946,0.004808,-1.435624,0.007,0.037,in_range,ev_snapshot_WP0036_20250214
2025-02-14,WP0037,多元配置纯固收样例037,全球配置,纯固收,百信,R2,日开,1,2023-04-07,679,7.5894,0.0837,0.0,1.026833,2.21,0.022655,0.006733,0.007724,0.001738,0.021774,0.0102,-0.023673,0.020243,0.131157,0.0131,0.0489,in_range,ev_snapshot_WP0037_20250214
2025-02-14,WP0038,持有期增强固收增强样例038,封闭精选,固收增强,交行,R2,7天,7,2023-06-02,623,17.2111,-0.191,0.0,0.969408,-15.53,-0.030518,-0.020397,-0.045179,-0.030968,-0.029361,-0.034427,-0.05784,0.046091,-1.096048,0.0334,0.0506,below_lower,ev_snapshot_WP0038_20250214
2025-02-14,WP0039,多元配置多资产样例039,全球配置,多资产,厦门银行,R3,14天,14,2023-03-17,700,6.7998,-0.0986,0.0,1.026158,9.11,0.027243,0.002296,0.043145,0.02903,0.026182,0.039792,-0.072579,0.071305,0.101577,0.0374,0.0666,below_lower,ev_snapshot_WP0039_20250214
2025-02-14,WP0040,现金优选混合类样例040,封闭精选,混合类,邮惠万家,R4,21天,21,2024-03-29,322,14.3374,0.059,0.0,1.028602,26.25,0.027984,0.027279,0.072615,0.078454,0.026893,0.038957,-0.096398,0.087231,0.091525,0.0428,0.0672,below_lower,ev_snapshot_WP0040_20250214
2025-02-14,WP0041,封闭精选QDII样例041,现金优选,QDII,个金,R4,30天,30,2024-03-08,343,13.4745,0.1752,0.0,1.02822,120.84,0.029909,0.030312,0.017904,0.050648,0.028743,0.044375,-0.147174,0.178719,0.055447,0.0414,0.0746,below_lower,ev_snapshot_WP0041_20250214
2025-02-14,WP0042,持有期增强现金管理样例042,现金优选,现金管理,私银,R1,60天,60,2022-04-29,1022,29.5367,0.0366,0.0,1.007984,-0.18,0.008242,0.001399,0.001801,0.003369,0.007924,0.002421,-0.001565,0.00353,-3.330584,0.007,0.029,in_range,ev_snapshot_WP0042_20250214
2025-02-14,WP0043,稳健添利封闭式样例043,多元配置,封闭式,对公,R4,90天,90,2022-03-11,1071,4.2196,-0.091,0.0,1.053896,29.37,0.052943,-0.008904,-0.003637,0.028543,0.050856,-0.006997,-0.033454,0.057003,0.577917,0.0235,0.0565,in_range,ev_snapshot_WP0043_20250214
2025-02-14,WP0044,持有期增强最短持有期型样例044,稳健添利,最短持有期型,直销,R3,120天,120,2023-07-07,588,21.9061,0.2033,0.0,1.02301,-3.44,0.026053,0.004051,0.016653,0.01692,0.025039,0.012805,-0.026734,0.027301,0.221716,0.0229,0.0491,in_range,ev_snapshot_WP0044_20250214
2025-02-14,WP0045,持有期增强日开型样例045,现金优选,日开型,百信,R2,180天,180,2022-07-22,938,20.1879,0.0352,0.0,1.014871,2.9,0.016158,0.003859,0.006161,0.005261,0.015532,0.00207,-0.004817,0.00875,-0.439038,0.0134,0.0306,in_range,ev_snapshot_WP0045_20250214
2025-02-14,WP0046,全球配置纯固收样例046,悦享固收,纯固收,交行,R2,270天,270,2022-12-02,805,24.1567,0.0819,0.0,1.042769,2.1,0.047235,0.003042,0.016671,0.032243,0.045377,0.01032,-0.010785,0.018922,1.439278,0.0249,0.0371,above_upper,ev_snapshot_WP0046_20250214
2025-02-14,WP0047,持有期增强固收增强样例047,多元配置,固收增强,厦门银行,R3,360天,360,2023-03-17,700,8.8233,0.0445,0.0,0.946418,9.54,-0.054269,-0.010694,-0.017545,-0.034227,-0.052237,-0.005164,-0.071527,0.055155,-1.346559,0.0327,0.0513,below_lower,ev_snapshot_WP0047_20250214
2025-02-14,WP0048,全球配置多资产样例048,全球配置,多资产,邮惠万家,R4,1年封闭,365,2023-02-24,721,15.6846,0.0316,0.0,1.042876,-6.94,0.047684,0.011598,0.020366,-0.016486,0.045808,0.008617,-0.066505,0.107091,0.258508,0.041,0.063,in_range,ev_snapshot_WP0048_20250214
2025-02-14,WP0049,多元配置混合类样例049,悦享固收,混合类,个金,R3,日开,1,2023-04-14,672,14.6807,-0.0297,0.0,0.972143,-52.11,-0.02995,-0.029296,-0.029479,-0.02909,-0.028815,-0.035009,-0.139261,0.112937,-0.442281,0.0373,0.0727,below_lower,ev_snapshot_WP0049_20250214
2025-02-14,WP0050,现金优选QDII样例050,封闭精选,QDII,私银,R5,7天,7,2022-09-02,896,22.0008,0.1376,0.0,1.015149,23.26,0.012923,-0.013569,-0.031499,-0.02836,0.012423,0.021295,-0.147605,0.128529,-0.055064,0.0467,0.0693,below_lower,ev_snapshot_WP0050_20250214
2025-02-14,WP0051,多元配置现金管理样例051,多元配置,现金管理,对公,R1,14天,14,2023-01-27,749,24.5268,-0.1474,0.0,1.028031,1.01,0.028565,0.002175,0.006354,0.011596,0.027452,0.003208,-0.001159,0.004882,1.754324,0.0059,0.0301,in_range,ev_snapshot_WP0051_20250214
2025-02-14,WP0052,封闭精选封闭式样例052,全球配置,封闭式,直销,R4,21天,21,2024-04-05,315,5.9321,0.2042,0.0,0.944011,13.15,-0.054686,0.002655,-0.021337,-0.061967,-0.052639,0.000744,-0.096196,0.054704,-1.365265,0.0287,0.0513,below_lower,ev_snapshot_WP0052_20250214
2025-02-14,WP0053,多元配置最短持有期型样例053,持有期增强,最短持有期型,百信,R3,30天,30,2022-08-05,924,12.3101,0.1143,0.0,0.972344,-18.36,-0.029724,0.000169,-0.007852,-0.000781,-0.028597,-0.000989,-0.039515,0.029735,-1.672234,0.0237,0.0483,below_lower,ev_snapshot_WP0053_20250214
2025-02-14,WP0054,多元配置日开型样例054,现金优选,日开型,交行,R1,60天,60,2023-03-17,700,13.9892,-0.1166,0.0,1.038139,2.4,0.04054,0.001907,0.006727,0.01669,0.03895,0.004378,-0.001307,0.006822,3.010577,0.0071,0.0369,above_upper,ev_snapshot_WP0054_20250214
2025-02-14,WP0055,稳健添利纯固收样例055,稳健添利,纯固收,厦门银行,R2,90天,90,2023-06-23,602,31.5973,-0.0006,0.0,1.034042,0.96,0.040003,-0.001602,-0.005123,-0.002463,0.038436,-0.000935,-0.008325,0.021676,0.922841,0.0231,0.0389,above_upper,ev_snapshot_WP0055_20250214
2025-02-14,WP0056,稳健添利固收增强样例056,现金优选,固收增强,邮惠万家,R2,120天,120,2022-07-08,952,20.4519,0.0744,0.0,1.049487,-4.06,0.04829,-0.008176,0.011872,0.017018,0.046391,0.000508,-0.014228,0.030826,0.917733,0.03,0.054,in_range,ev_snapshot_WP0056_20250214
2025-02-14,WP0057,现金优选多资产样例057,稳健添利,多资产,个金,R4,180天,180,2022-09-30,868,13.638,0.0679,0.0,1.074899,-1.57,0.081665,0.035547,-0.005883,0.037492,0.078404,0.012694,-0.040008,0.063548,0.970363,0.0418,0.0622,above_upper,ev_snapshot_WP0057_20250214
2025-02-14,WP0058,持有期增强混合类样例058,悦享固收,混合类,私银,R3,270天,270,2022-06-03,987,20.2994,0.1216,0.0,0.916892,14.1,-0.089836,-0.066931,-0.080059,-0.13626,-0.086534,-0.079366,-0.147962,0.094254,-1.165318,0.0387,0.0713,below_lower,ev_snapshot_WP0058_20250214
2025-02-14,WP0059,悦享固收QDII样例059,稳健添利,QDII,对公,R3,360天,360,2022-06-24,966,19.416,-0.0579,0.0,0.831967,-15.39,-0.172523,0.105323,0.113898,0.021024,-0.166474,0.125765,-0.27019,0.177689,-1.083485,0.0474,0.0686,below_lower,ev_snapshot_WP0059_20250214
2025-02-14,WP0060,全球配置现金管理样例060,全球配置,现金管理,直销,R1,1年封闭,365,2023-08-18,546,30.7349,0.0165,0.0,1.016804,0.96,0.022487,0.002525,0.003968,0.009196,0.021613,0.003316,-0.000611,0.002958,0.840711,0.0032,0.0328,in_range,ev_snapshot_WP0060_20250214
2025-02-14,WP0061,现金优选封闭式样例061,现金优选,封闭式,百信,R2,日开,1,2023-02-17,728,7.5397,-0.0688,0.0,1.117819,-5.26,0.122513,0.001397,0.008867,0.047992,0.117534,0.012275,-0.020895,0.050648,2.024037,0.0225,0.0575,above_upper,ev_snapshot_WP0061_20250214
2025-02-14,WP0062,全球配置最短持有期型样例062,稳健添利,最短持有期型,交行,R2,7天,7,2022-11-04,833,13.9216,0.1818,0.0,1.018047,9.84,0.016381,-0.00365,0.024133,0.038333,0.015746,0.004686,-0.027673,0.027074,-0.13366,0.02,0.052,below_lower,ev_snapshot_WP0062_20250214
2025-02-14,WP0063,多元配置日开型样例063,现金优选,日开型,厦门银行,R1,14天,14,2023-09-08,525,11.3118,0.1928,0.0,1.028043,2.17,0.024933,-0.000475,0.005401,0.008921,0.023963,-0.001208,-0.003126,0.007576,0.651157,0.0062,0.0378,in_range,ev_snapshot_WP0063_20250214
2025-02-14,WP0064,封闭精选纯固收样例064,稳健添利,纯固收,邮惠万家,R2,21天,21,2022-02-11,1099,13.7773,0.0905,0.0,0.990292,-9.23,-0.012477,-0.014162,-0.025315,-0.031151,-0.012,-0.018385,-0.034146,0.026647,-1.218771,0.0143,0.0477,below_lower,ev_snapshot_WP0064_20250214
2025-02-14,WP0065,稳健添利固收增强样例065,持有期增强,固收增强,个金,R3,30天,30,2022-05-06,1015,6.5642,-0.0433,0.0,1.032246,-8.31,0.035307,0.021118,0.025721,0.000744,0.033926,0.025409,-0.035302,0.046066,0.332281,0.0341,0.0499,in_range,ev_snapshot_WP0065_20250214
2025-02-14,WP0066,悦享固收多资产样例066,悦享固收,多资产,私银,R3,60天,60,2023-08-25,539,16.6905,-0.0594,0.0,1.020802,-17.38,0.020804,-0.020287,-0.029668,-0.057858,0.019996,-0.033097,-0.0762,0.078264,0.010277,0.037,0.067,below_lower,ev_snapshot_WP0066_20250214
2025-02-14,WP0067,悦享固收混合类样例067,多元配置,混合类,对公,R4,90天,90,2022-03-11,1071,9.6128,0.264,0.0,1.192913,5.95,0.205698,0.008933,0.002721,0.048011,0.197055,-0.012135,-0.047753,0.113244,1.639812,0.0481,0.0619,above_upper,ev_snapshot_WP0067_20250214
2025-02-14,WP0068,悦享固收QDII样例068,持有期增强,QDII,直销,R5,120天,120,2023-08-25,539,2.4545,-0.0168,0.0,0.879877,24.98,-0.127561,0.029016,-0.004468,0.00368,-0.12297,0.058857,-0.182278,0.15004,-0.983479,0.0453,0.0707,below_lower,ev_snapshot_WP0068_20250214
2025-02-14,WP0069,现金优选现金管理样例069,稳健添利,现金管理,百信,R1,180天,180,2022-04-08,1043,20.8765,-0.0678,0.0,1.013723,1.01,0.01578,0.003422,0.003851,0.006563,0.015169,0.006344,-0.002649,0.006152,-0.6859,0.0098,0.0262,in_range,ev_snapshot_WP0069_20250214
2025-02-14,WP0070,悦享固收封闭式样例070,持有期增强,封闭式,交行,R2,270天,270,2023-02-24,721,6.7328,0.3415,0.0,1.019225,-23.97,0.017922,-0.018331,-0.020235,-0.028594,0.017227,-0.022668,-0.035224,0.039934,-0.052025,0.0294,0.0506,below_lower,ev_snapshot_WP0070_20250214
2025-02-14,WP0071,封闭精选最短持有期型样例071,悦享固收,最短持有期型,厦门银行,R3,360天,360,2022-04-08,1043,12.9247,-0.0721,0.0,1.055262,1.41,0.054115,0.01016,0.033184,0.037779,0.051981,0.014662,-0.008081,0.025507,1.337476,0.0246,0.0474,above_upper,ev_snapshot_WP0071_20250214
2025-02-14,WP0072,悦享固收日开型样例072,多元配置,日开型,邮惠万家,R1,1年封闭,365,2022-08-12,917,12.8446,0.1941,0.0,1.024223,-3.14,0.02386,-0.000487,0.001916,0.010973,0.022932,0.003455,-0.002689,0.008614,0.448117,0.0089,0.0351,in_range,ev_snapshot_WP0072_20250214
2025-02-14,WP0073,悦享固收纯固收样例073,现金优选,纯固收,个金,R2,日开,1,2023-11-24,448,20.5371,-0.07,0.0,1.038834,-1.53,0.035143,-0.00072,0.000708,0.011583,0.033769,-0.002276,-0.01125,0.021418,0.707019,0.018,0.044,in_range,ev_snapshot_WP0073_20250214
2025-02-14,WP0074,全球配置固收增强样例074,持有期增强,固收增强,私银,R2,7天,7,2022-04-15,1036,18.9871,0.0542,0.0,0.989632,3.0,-0.01303,0.003071,0.007454,-0.023364,-0.012532,0.000725,-0.063193,0.038446,-0.859105,0.0331,0.0509,below_lower,ev_snapshot_WP0074_20250214
2025-02-14,WP0075,封闭精选多资产样例075,多元配置,多资产,对公,R3,14天,14,2023-11-03,469,5.3605,-0.0966,0.0,1.128812,26.39,0.133565,0.002765,0.020131,0.074494,0.128113,0.003891,-0.027056,0.063687,1.783166,0.0441,0.0599,above_upper,ev_snapshot_WP0075_20250214
2025-02-14,WP0076,持有期增强混合类样例076,持有期增强,混合类,直销,R3,21天,21,2023-01-06,770,16.315,-0.0931,0.0,1.218287,16.71,0.228747,-0.00114,0.008373,0.056146,0.21905,0.000456,-0.045253,0.116091,1.798129,0.0461,0.0639,above_upper,ev_snapshot_WP0076_20250214
2025-02-14,WP0077,封闭精选QDII样例077,封闭精选,QDII,百信,R3,30天,30,2023-07-07,588,7.7203,0.0391,0.0,1.166595,16.38,0.172362,0.000692,0.014072,0.135287,0.165213,-0.017074,-0.108162,0.164042,0.928796,0.0417,0.0743,above_upper,ev_snapshot_WP0077_20250214
2025-02-14,WP0078,稳健添利现金管理样例078,悦享固收,现金管理,交行,R1,60天,60,2023-04-21,665,6.0927,0.2155,0.0,1.03214,-0.63,0.029691,0.001835,0.005608,0.013673,0.028533,0.002267,-0.000363,0.003604,2.688714,0.0067,0.0293,above_upper,ev_snapshot_WP0078_20250214
2025-02-14,WP0079,悦享固收封闭式样例079,持有期增强,封闭式,厦门银行,R3,90天,90,2022-09-16,882,18.8647,0.0034,0.0,0.939554,-16.55,-0.066351,0.001658,0.002197,-0.009787,-0.063882,0.00089,-0.092569,0.060194,-1.434549,0.0256,0.0544,below_lower,ev_snapshot_WP0079_20250214
2025-02-14,WP0080,全球配置最短持有期型样例080,现金优选,最短持有期型,邮惠万家,R3,120天,120,2022-12-30,777,13.7579,0.055,0.0,1.041238,8.59,0.040449,0.007878,-0.002726,0.018625,0.038863,0.00309,-0.01187,0.026361,0.775712,0.0184,0.0536,in_range,ev_snapshot_WP0080_20250214
2025-02-14,WP0081,封闭精选日开型样例081,悦享固收,日开型,个金,R2,180天,180,2022-07-29,931,16.5259,0.037,0.0,1.023026,-0.47,0.024689,-0.000135,0.00685,0.010235,0.023728,0.001858,-0.001904,0.006976,0.672151,0.0061,0.0379,in_range,ev_snapshot_WP0081_20250214
2025-02-14,WP0082,封闭精选纯固收样例082,悦享固收,纯固收,私银,R2,270天,270,2023-12-01,441,1.3249,0.0508,0.0,0.986441,3.03,-0.013682,0.009699,0.009386,0.009007,-0.013159,0.013944,-0.03152,0.018633,-1.807617,0.0154,0.0466,below_lower,ev_snapshot_WP0082_20250214
2025-02-14,WP0083,现金优选固收增强样例083,封闭精选,固收增强,对公,R3,360天,360,2022-04-15,1036,18.358,0.0046,0.0,1.098931,-1.18,0.097892,0.017565,0.021598,0.041199,0.093956,0.010875,-0.020155,0.041084,1.895909,0.0279,0.0561,above_upper,ev_snapshot_WP0083_20250214
2025-02-14,WP0084,全球配置多资产样例084,全球配置,多资产,直销,R3,1年封闭,365,2023-06-23,602,15.6221,-0.0817,0.0,1.00644,2.04,0.001504,0.004879,0.02485,0.011445,0.001446,0.023506,-0.066042,0.054728,-0.337968,0.0403,0.0637,below_lower,ev_snapshot_WP0084_20250214
2025-02-14,WP0085,悦享固收混合类样例085,悦享固收,混合类,百信,R4,日开,1,2024-03-29,322,8.9954,-0.0011,0.0,0.914853,-26.93,-0.092033,-0.000158,0.007345,-0.053983,-0.088655,0.023538,-0.125316,0.074288,-1.508077,0.0419,0.0681,below_lower,ev_snapshot_WP0085_20250214
2025-02-14,WP0086,多元配置QDII样例086,多元配置,QDII,交行,R3,7天,7,2023-08-18,546,9.6896,0.0022,0.0,1.02931,13.97,0.033622,0.039691,0.094211,0.005787,0.032308,0.049995,-0.099683,0.105983,0.128526,0.0455,0.0705,below_lower,ev_snapshot_WP0086_20250214
2025-02-14,WP0087,悦享固收现金管理样例087,悦享固收,现金管理,厦门银行,R1,14天,14,2022-07-29,931,23.0853,0.0391,0.0,1.027189,0.11,0.024955,0.002027,0.004029,0.01272,0.023984,0.002848,-0.000527,0.003497,1.417105,0.0112,0.0248,above_upper,ev_snapshot_WP0087_20250214
2025-02-14,WP0088,封闭精选封闭式样例088,封闭精选,封闭式,邮惠万家,R4,21天,21,2022-01-28,1113,0.6825,-0.0235,0.0,0.977701,1.99,-0.023447,-0.015424,-0.021419,0.008315,-0.022555,-0.017248,-0.040308,0.048039,-0.904396,0.0309,0.0491,below_lower,ev_snapshot_WP0088_20250214
2025-02-14,WP0089,封闭精选最短持有期型样例089,多元配置,最短持有期型,个金,R3,30天,30,2024-03-01,350,3.2949,0.0389,0.0,1.066798,-2.5,0.071403,0.011307,0.014127,0.039223,0.068564,0.015115,-0.010151,0.026978,1.905342,0.024,0.048,above_upper,ev_snapshot_WP0089_20250214
2025-02-14,WP0090,现金优选日开型样例090,全球配置,日开型,私银,R2,60天,60,2023-04-28,658,18.4337,-0.2142,0.0,1.031796,-1.38,0.028444,0.002116,0.007808,0.016123,0.027335,0.002934,-0.000856,0.004131,2.043958,0.0077,0.0363,in_range,ev_snapshot_WP0090_20250214
2025-02-14,WP0091,多元配置纯固收样例091,全球配置,纯固收,对公,R2,90天,90,2023-08-04,560,33.7478,0.0336,0.0,1.045943,1.13,0.045588,-0.000496,0.010337,0.023422,0.043797,-0.0063,-0.010757,0.017722,1.443842,0.0135,0.0485,in_range,ev_snapshot_WP0091_20250214
2025-02-14,WP0092,封闭精选固收增强样例092,封闭精选,固收增强,直销,R2,120天,120,2022-12-23,784,4.0469,-0.2932,0.0,1.084033,-30.29,0.085177,0.000629,0.016183,0.044157,0.081771,-0.006325,-0.031663,0.053944,1.208238,0.0352,0.0488,above_upper,ev_snapshot_WP0092_20250214
2025-02-14,WP0093,悦享固收多资产样例093,封闭精选,多资产,百信,R3,180天,180,2022-11-25,812,19.7186,0.2345,0.0,1.018922,8.76,0.017382,-0.01116,-0.022578,0.02048,0.016708,-0.024525,-0.058389,0.077916,-0.033604,0.0375,0.0665,below_lower,ev_snapshot_WP0093_20250214
2025-02-14,WP0094,悦享固收混合类样例094,悦享固收,混合类,交行,R4,270天,270,2024-02-02,378,7.2711,0.0255,0.0,0.940872,40.55,-0.058685,0.020688,0.023612,-0.025183,-0.056493,0.011534,-0.113574,0.093856,-0.838358,0.0446,0.0654,below_lower,ev_snapshot_WP0094_20250214
2025-02-14,WP0095,稳健添利QDII样例095,全球配置,QDII,厦门银行,R3,360天,360,2022-03-11,1071,10.6794,0.0399,0.0,1.170697,-7.29,0.182112,-0.018188,-0.02435,-0.038431,0.174529,-0.063836,-0.102386,0.118393,1.369263,0.0423,0.0737,above_upper,ev_snapshot_WP0095_20250214
2025-02-14,WP0096,悦享固收现金管理样例096,稳健添利,现金管理,邮惠万家,R1,1年封闭,365,2022-06-03,987,9.4298,0.045,0.0,1.010403,1.16,0.015543,-0.000128,0.001606,0.005206,0.014941,4.8e-05,-0.000997,0.003364,-1.325021,0.0061,0.0299,in_range,ev_snapshot_WP0096_20250214
2025-02-21,WP0001,现金优选纯固收样例001,多元配置,纯固收,个金,R2,日开,1,2024-02-16,371,7.7287,-0.0525,0.0,1.026606,3.03,0.031227,0.004516,-0.005435,0.010102,0.030617,0.003333,-0.01201,0.015922,0.70512,0.0164,0.0456,in_range,ev_snapshot_WP0001_20250221
2025-02-21,WP0002,封闭精选固收增强样例002,多元配置,固收增强,私银,R2,7天,7,2022-05-27,1001,4.0549,0.2281,0.0,1.095086,4.18,0.092838,0.014729,0.002129,0.061527,0.090974,0.014782,-0.031697,0.049657,1.466836,0.034,0.05,above_upper,ev_snapshot_WP0002_20250221
2025-02-21,WP0003,持有期增强多资产样例003,持有期增强,多资产,对公,R4,14天,14,2023-01-27,756,17.4282,-0.1579,0.0,1.041225,-8.75,0.043837,-0.011194,0.013997,0.01658,0.042976,0.005228,-0.033642,0.080692,0.295409,0.0425,0.0615,in_range,ev_snapshot_WP0003_20250221
2025-02-21,WP0004,悦享固收混合类样例004,现金优选,混合类,直销,R3,21天,21,2023-05-12,651,17.3958,0.2371,0.0,1.09168,-31.38,0.088631,0.024532,0.039012,0.106827,0.086854,0.043294,-0.050842,0.10308,0.665799,0.0413,0.0687,above_upper,ev_snapshot_WP0004_20250221
2025-02-21,WP0005,全球配置QDII样例005,现金优选,QDII,百信,R5,30天,30,2022-06-03,994,15.9896,-0.0587,0.0,1.096296,-5.09,0.093102,-0.018164,-0.003711,0.059017,0.091233,0.01793,-0.099794,0.109926,0.665012,0.0408,0.0752,above_upper,ev_snapshot_WP0005_20250221
2025-02-21,WP0006,稳健添利现金管理样例006,封闭精选,现金管理,交行,R1,60天,60,2022-01-21,1127,33.6016,0.2556,0.0,1.019242,0.27,0.015497,0.000177,0.003974,0.008317,0.015196,0.001322,-0.001517,0.004054,-1.110894,0.0041,0.0319,in_range,ev_snapshot_WP0006_20250221
2025-02-21,WP0007,封闭精选封闭式样例007,悦享固收,封闭式,厦门银行,R4,90天,90,2022-11-25,819,22.3351,0.0456,0.0,0.957214,3.11,-0.043453,-0.023033,-0.026204,-0.011779,-0.042636,-0.006638,-0.053072,0.063749,-0.995363,0.031,0.049,below_lower,ev_snapshot_WP0007_20250221
2025-02-21,WP0008,全球配置最短持有期型样例008,全球配置,最短持有期型,邮惠万家,R2,120天,120,2022-10-07,868,10.9993,-0.167,0.0,1.009486,-6.55,0.012563,-0.010523,-0.007425,-0.001308,0.012319,-0.006577,-0.014258,0.025902,-0.287136,0.0292,0.0428,below_lower,ev_snapshot_WP0008_20250221
2025-02-21,WP0009,封闭精选日开型样例009,持有期增强,日开型,个金,R2,180天,180,2022-06-03,994,16.1841,0.0184,0.0,1.011134,-0.03,0.015857,-0.000714,0.005393,0.001869,0.01555,0.001703,-0.006563,0.007943,-0.521619,0.0056,0.0384,in_range,ev_snapshot_WP0009_20250221
2025-02-21,WP0010,稳健添利纯固收样例010,悦享固收,纯固收,私银,R2,270天,270,2023-12-15,434,25.7658,-0.0914,0.0,1.05365,0.45,0.057758,0.00479,0.019744,0.017831,0.056616,0.012274,-0.00857,0.017478,2.160262,0.0137,0.0483,above_upper,ev_snapshot_WP0010_20250221
2025-02-21,WP0011,多元配置固收增强样例011,悦享固收,固收增强,对公,R2,360天,360,2022-03-25,1064,21.3851,0.0237,0.0,1.020906,18.16,0.018334,0.000497,0.018783,0.038852,0.017978,-0.000513,-0.020093,0.037895,-0.043963,0.0341,0.0499,below_lower,ev_snapshot_WP0011_20250221
