product_code,nav_date,nav,benchmark_nav,nav_evidence_id
WP0016,2024-09-20,1.062222,1.027138,ev_weekly_nav_WP0016_20240920
WP0016,2024-09-27,1.06531,1.030001,ev_weekly_nav_WP0016_20240927
WP0016,2024-10-04,1.072688,1.02993,ev_weekly_nav_WP0016_20241004
WP0016,2024-10-11,1.066472,1.02951,ev_weekly_nav_WP0016_20241011
WP0016,2024-10-18,1.059881,1.025971,ev_weekly_nav_WP0016_20241018
WP0016,2024-10-25,1.051733,1.035321,ev_weekly_nav_WP0016_20241025
WP0016,2024-11-01,1.054931,1.035275,ev_weekly_nav_WP0016_20241101
WP0016,2024-11-08,1.057532,1.045778,ev_weekly_nav_WP0016_20241108
WP0016,2024-11-15,1.057661,1.05341,ev_weekly_nav_WP0016_20241115
WP0016,2024-11-22,1.032171,1.04849,ev_weekly_nav_WP0016_20241122
WP0016,2024-11-29,1.022967,1.049749,ev_weekly_nav_WP0016_20241129
WP0016,2024-12-06,1.033592,1.044072,ev_weekly_nav_WP0016_20241206
WP0016,2024-12-13,1.048988,1.055503,ev_weekly_nav_WP0016_20241213
WP0016,2024-12-20,1.046458,1.05075,ev_weekly_nav_WP0016_20241220
WP0016,2024-12-27,1.051096,1.05394,ev_weekly_nav_WP0016_20241227
WP0016,2025-01-03,1.049705,1.061062,ev_weekly_nav_WP0016_20250103
WP0016,2025-01-10,1.053004,1.060517,ev_weekly_nav_WP0016_20250110
WP0016,2025-01-17,1.067036,1.055522,ev_weekly_nav_WP0016_20250117
WP0016,2025-01-24,1.071265,1.060112,ev_weekly_nav_WP0016_20250124
WP0016,2025-01-31,1.068526,1.05278,ev_weekly_nav_WP0016_20250131
WP0016,2025-02-07,1.064401,1.046944,ev_weekly_nav_WP0016_20250207
WP0016,2025-02-14,1.058571,1.044221,ev_weekly_nav_WP0016_20250214
WP0016,2025-02-21,1.050604,1.040496,ev_weekly_nav_WP0016_20250221
WP0016,2025-02-28,1.044698,1.047068,ev_weekly_nav_WP0016_20250228
WP0016,2025-03-07,1.049638,1.040439,ev_weekly_nav_WP0016_20250307
WP0016,2025-03-14,1.06423,1.033834,ev_weekly_nav_WP0016_20250314
WP0016,2025-03-21,1.074628,1.028591,ev_weekly_nav_WP0016_20250321
WP0016,2025-03-28,1.072322,1.036616,ev_weekly_nav_WP0016_20250328
WP0016,2025-04-04,1.065333,1.042773,ev_weekly_nav_WP0016_20250404
WP0017,2024-03-01,1.000473,1.0,ev_weekly_nav_WP0017_20240301
WP0017,2024-03-08,1.000169,0.999379,ev_weekly_nav_WP0017_20240308
WP0017,2024-03-15,1.00438,0.997284,ev_weekly_nav_WP0017_20240315
WP0017,2024-03-22,1.008569,0.999081,ev_weekly_nav_WP0017_20240322
WP0017,2024-03-29,1.010098,1.002308,ev_weekly_nav_WP0017_20240329
WP0017,2024-04-05,1.006086,1.010339,ev_weekly_nav_WP0017_20240405
WP0017,2024-04-12,1.00592,1.010345,ev_weekly_nav_WP0017_20240412
WP0017,2024-04-19,1.007807,1.005486,ev_weekly_nav_WP0017_20240419
WP0017,2024-04-26,1.014755,0.998212,ev_weekly_nav_WP0017_20240426
WP0017,2024-05-03,1.016037,0.998694,ev_weekly_nav_WP0017_20240503
WP0017,2024-05-10,1.016457,1.000543,ev_weekly_nav_WP0017_20240510
WP0017,2024-05-17,1.014987,0.996601,ev_weekly_nav_WP0017_20240517
WP0017,2024-05-24,1.019252,0.998351,ev_weekly_nav_WP0017_20240524
WP0017,2024-05-31,1.013119,0.998709,ev_weekly_nav_WP0017_20240531
WP0017,2024-06-07,1.014153,0.99195,ev_weekly_nav_WP0017_20240607
WP0017,2024-06-14,1.007408,0.992158,ev_weekly_nav_WP0017_20240614
WP0017,2024-06-21,1.00681,0.990549,ev_weekly_nav_WP0017_20240621
WP0017,2024-06-28,1.008453,0.991063,ev_weekly_nav_WP0017_20240628
WP0017,2024-07-05,0.999965,0.99361,ev_weekly_nav_WP0017_20240705
WP0017,2024-07-12,1.002809,0.994758,ev_weekly_nav_WP0017_20240712
WP0017,2024-07-19,1.00177,0.997051,ev_weekly_nav_WP0017_20240719
WP0017,2024-07-26,0.996364,0.997968,ev_weekly_nav_WP0017_20240726
WP0017,2024-08-02,0.995903,0.998108,ev_weekly_nav_WP0017_20240802
WP0017,2024-08-09,0.996635,0.995255,ev_weekly_nav_WP0017_20240809
WP0017,2024-08-16,1.002882,0.998463,ev_weekly_nav_WP0017_20240816
WP0017,2024-08-23,0.993989,0.99717,ev_weekly_nav_WP0017_20240823
WP0017,2024-08-30,0.998769,0.996735,ev_weekly_nav_WP0017_20240830
WP0017,2024-09-06,1.001756,0.994852,ev_weekly_nav_WP0017_20240906
WP0017,2024-09-13,1.000481,0.992502,ev_weekly_nav_WP0017_20240913
WP0017,2024-09-20,0.996472,0.990551,ev_weekly_nav_WP0017_20240920
WP0017,2024-09-27,0.990078,0.987066,ev_weekly_nav_WP0017_20240927
WP0017,2024-10-04,0.989029,0.986791,ev_weekly_nav_WP0017_20241004
WP0017,2024-10-11,0.987146,0.991517,ev_weekly_nav_WP0017_20241011
WP0017,2024-10-18,0.992935,0.988334,ev_weekly_nav_WP0017_20241018
WP0017,2024-10-25,0.996082,0.988492,ev_weekly_nav_WP0017_20241025
WP0017,2024-11-01,0.998275,0.988204,ev_weekly_nav_WP0017_20241101
WP0017,2024-11-08,0.999812,0.987224,ev_weekly_nav_WP0017_20241108
WP0017,2024-11-15,1.000787,0.987385,ev_weekly_nav_WP0017_20241115
WP0017,2024-11-22,1.004151,0.98207,ev_weekly_nav_WP0017_20241122
WP0017,2024-11-29,0.9965,0.981878,ev_weekly_nav_WP0017_20241129
WP0017,2024-12-06,1.000122,0.986131,ev_weekly_nav_WP0017_20241206
WP0017,2024-12-13,0.994976,0.983646,ev_weekly_nav_WP0017_20241213
WP0017,2024-12-20,0.999638,0.982188,ev_weekly_nav_WP0017_20241220
WP0017,2024-12-27,1.001238,0.982826,ev_weekly_nav_WP0017_20241227
WP0017,2025-01-03,1.004932,0.984402,ev_weekly_nav_WP0017_20250103
WP0017,2025-01-10,1.001379,0.986366,ev_weekly_nav_WP0017_20250110
WP0017,2025-01-17,0.998681,0.983156,ev_weekly_nav_WP0017_20250117
WP0017,2025-01-24,1.000203,0.986533,ev_weekly_nav_WP0017_20250124
WP0017,2025-01-31,0.999015,0.990779,ev_weekly_nav_WP0017_20250131
WP0017,2025-02-07,1.000617,0.989299,ev_weekly_nav_WP0017_20250207
WP0017,2025-02-14,1.001632,0.990494,ev_weekly_nav_WP0017_20250214
WP0017,2025-02-21,1.001856,0.991013,ev_weekly_nav_WP0017_20250221
WP0017,2025-02-28,1.003762,0.991683,ev_weekly_nav_WP0017_20250228
WP0017,2025-03-07,1.001079,0.992549,ev_weekly_nav_WP0017_20250307
WP0017,2025-03-14,1.000464,0.993167,ev_weekly_nav_WP0017_20250314
WP0017,2025-03-21,0.999509,0.988028,ev_weekly_nav_WP0017_20250321
WP0017,2025-03-28,0.99688,0.992225,ev_weekly_nav_WP0017_20250328
WP0017,2025-04-04,0.992829,0.993712,ev_weekly_nav_WP0017_20250404
WP0018,2024-03-01,0.996195,1.0,ev_weekly_nav_WP0018_20240301
WP0018,2024-03-08,0.996364,1.000326,ev_weekly_nav_WP0018_20240308
WP0018,2024-03-15,0.996028,0.999979,ev_weekly_nav_WP0018_20240315
WP0018,2024-03-22,0.997182,1.000561,ev_weekly_nav_WP0018_20240322
WP0018,2024-03-29,0.998763,1.001489,ev_weekly_nav_WP0018_20240329
WP0018,2024-04-05,0.998653,1.001265,ev_weekly_nav_WP0018_20240405
WP0018,2024-04-12,0.998753,1.00215,ev_weekly_nav_WP0018_20240412
WP0018,2024-04-19,1.000125,1.00223,ev_weekly_nav_WP0018_20240419
WP0018,2024-04-26,0.999955,1.00174,ev_weekly_nav_WP0018_20240426
WP0018,2024-05-03,1.00095,1.001512,ev_weekly_nav_WP0018_20240503
WP0018,2024-05-10,1.001067,1.000935,ev_weekly_nav_WP0018_20240510
WP0018,2024-05-17,1.001782,1.001099,ev_weekly_nav_WP0018_20240517
WP0018,2024-05-24,1.000981,1.001522,ev_weekly_nav_WP0018_20240524
WP0018,2024-05-31,1.001533,1.001854,ev_weekly_nav_WP0018_20240531
WP0018,2024-06-07,1.003305,1.002163,ev_weekly_nav_WP0018_20240607
WP0018,2024-06-14,1.002593,1.002926,ev_weekly_nav_WP0018_20240614
WP0018,2024-06-21,1.002688,1.002973,ev_weekly_nav_WP0018_20240621
WP0018,2024-06-28,1.002789,1.003952,ev_weekly_nav_WP0018_20240628
WP0018,2024-07-05,1.003042,1.004412,ev_weekly_nav_WP0018_20240705
WP0018,2024-07-12,1.00287,1.004615,ev_weekly_nav_WP0018_20240712
WP0018,2024-07-19,1.002821,1.005187,ev_weekly_nav_WP0018_20240719
WP0018,2024-07-26,1.003625,1.006431,ev_weekly_nav_WP0018_20240726
WP0018,2024-08-02,1.004756,1.006665,ev_weekly_nav_WP0018_20240802
WP0018,2024-08-09,1.003537,1.007587,ev_weekly_nav_WP0018_20240809
WP0018,2024-08-16,1.003748,1.007422,ev_weekly_nav_WP0018_20240816
WP0018,2024-08-23,1.003716,1.007558,ev_weekly_nav_WP0018_20240823
WP0018,2024-08-30,1.004897,1.008537,ev_weekly_nav_WP0018_20240830
WP0018,2024-09-06,1.004698,1.008651,ev_weekly_nav_WP0018_20240906
WP0018,2024-09-13,1.004944,1.008974,ev_weekly_nav_WP0018_20240913
WP0018,2024-09-20,1.005175,1.009206,ev_weekly_nav_WP0018_20240920
WP0018,2024-09-27,1.006196,1.00957,ev_weekly_nav_WP0018_20240927
WP0018,2024-10-04,1.006777,1.009602,ev_weekly_nav_WP0018_20241004
WP0018,2024-10-11,1.007927,1.009706,ev_weekly_nav_WP0018_20241011
WP0018,2024-10-18,1.008579,1.010578,ev_weekly_nav_WP0018_20241018
WP0018,2024-10-25,1.007633,1.010411,ev_weekly_nav_WP0018_20241025
WP0018,2024-11-01,1.007844,1.01068,ev_weekly_nav_WP0018_20241101
WP0018,2024-11-08,1.009411,1.011329,ev_weekly_nav_WP0018_20241108
WP0018,2024-11-15,1.00925,1.011171,ev_weekly_nav_WP0018_20241115
WP0018,2024-11-22,1.010437,1.011962,ev_weekly_nav_WP0018_20241122
WP0018,2024-11-29,1.010898,1.011907,ev_weekly_nav_WP0018_20241129
WP0018,2024-12-06,1.011558,1.012464,ev_weekly_nav_WP0018_20241206
WP0018,2024-12-13,1.012292,1.012577,ev_weekly_nav_WP0018_20241213
WP0018,2024-12-20,1.012394,1.012228,ev_weekly_nav_WP0018_20241220
WP0018,2024-12-27,1.012164,1.012641,ev_weekly_nav_WP0018_20241227
WP0018,2025-01-03,1.011653,1.013408,ev_weekly_nav_WP0018_20250103
WP0018,2025-01-10,1.013731,1.013109,ev_weekly_nav_WP0018_20250110
WP0018,2025-01-17,1.014165,1.01409,ev_weekly_nav_WP0018_20250117
WP0018,2025-01-24,1.013695,1.013559,ev_weekly_nav_WP0018_20250124
WP0018,2025-01-31,1.015184,1.014777,ev_weekly_nav_WP0018_20250131
WP0018,2025-02-07,1.014924,1.015107,ev_weekly_nav_WP0018_20250207
WP0018,2025-02-14,1.01568,1.014629,ev_weekly_nav_WP0018_20250214
WP0018,2025-02-21,1.015573,1.014618,ev_weekly_nav_WP0018_20250221
WP0018,2025-02-28,1.016684,1.015437,ev_weekly_nav_WP0018_20250228
WP0018,2025-03-07,1.017355,1.016289,ev_weekly_nav_WP0018_20250307
WP0018,2025-03-14,1.018688,1.016061,ev_weekly_nav_WP0018_20250314
WP0018,2025-03-21,1.017708,1.016398,ev_weekly_nav_WP0018_20250321
WP0018,2025-03-28,1.018807,1.016278,ev_weekly_nav_WP0018_20250328
WP0018,2025-04-04,1.018239,1.016719,ev_weekly_nav_WP0018_20250404
WP0019,2024-03-01,1.002089,1.0,ev_weekly_nav_WP0019_20240301
WP0019,2024-03-08,1.003542,1.000959,ev_weekly_nav_WP0019_20240308
WP0019,2024-03-15,1.000042,1.001502,ev_weekly_nav_WP0019_20240315
WP0019,2024-03-22,1.004224,0.999878,ev_weekly_nav_WP0019_20240322
WP0019,2024-03-29,1.005049,0.996648,ev_weekly_nav_WP0019_20240329
WP0019,2024-04-05,1.007273,0.998108,ev_weekly_nav_WP0019_20240405
WP0019,2024-04-12,1.006148,0.99709,ev_weekly_nav_WP0019_20240412
WP0019,2024-04-19,1.006382,0.997077,ev_weekly_nav_WP0019_20240419
WP0019,2024-04-26,1.006469,0.998704,ev_weekly_nav_WP0019_20240426
WP0019,2024-05-03,1.009328,0.997897,ev_weekly_nav_WP0019_20240503
WP0019,2024-05-10,1.006948,0.996619,ev_weekly_nav_WP0019_20240510
WP0019,2024-05-17,1.011468,0.996029,ev_weekly_nav_WP0019_20240517
WP0019,2024-05-24,1.014075,0.996666,ev_weekly_nav_WP0019_20240524
WP0019,2024-05-31,1.012863,1.000201,ev_weekly_nav_WP0019_20240531
WP0019,2024-06-07,1.014956,1.00022,ev_weekly_nav_WP0019_20240607
WP0019,2024-06-14,1.012244,1.001083,ev_weekly_nav_WP0019_20240614
WP0019,2024-06-21,1.011277,1.003045,ev_weekly_nav_WP0019_20240621
WP0019,2024-06-28,1.011064,1.004923,ev_weekly_nav_WP0019_20240628
WP0019,2024-07-05,1.015174,1.007571,ev_weekly_nav_WP0019_20240705
WP0019,2024-07-12,1.017082,1.009616,ev_weekly_nav_WP0019_20240712
WP0019,2024-07-19,1.017252,1.011321,ev_weekly_nav_WP0019_20240719
WP0019,2024-07-26,1.016451,1.010517,ev_weekly_nav_WP0019_20240726
WP0019,2024-08-02,1.018167,1.010583,ev_weekly_nav_WP0019_20240802
WP0019,2024-08-09,1.016272,1.012739,ev_weekly_nav_WP0019_20240809
WP0019,2024-08-16,1.019476,1.013626,ev_weekly_nav_WP0019_20240816
WP0019,2024-08-23,1.025345,1.014086,ev_weekly_nav_WP0019_20240823
WP0019,2024-08-30,1.027367,1.015728,ev_weekly_nav_WP0019_20240830
WP0019,2024-09-06,1.025362,1.016264,ev_weekly_nav_WP0019_20240906
WP0019,2024-09-13,1.026225,1.017763,ev_weekly_nav_WP0019_20240913
WP0019,2024-09-20,1.027314,1.018883,ev_weekly_nav_WP0019_20240920
WP0019,2024-09-27,1.028112,1.021826,ev_weekly_nav_WP0019_20240927
WP0019,2024-10-04,1.026782,1.021924,ev_weekly_nav_WP0019_20241004
WP0019,2024-10-11,1.023802,1.023997,ev_weekly_nav_WP0019_20241011
WP0019,2024-10-18,1.024047,1.025603,ev_weekly_nav_WP0019_20241018
WP0019,2024-10-25,1.029364,1.026249,ev_weekly_nav_WP0019_20241025
WP0019,2024-11-01,1.029288,1.024614,ev_weekly_nav_WP0019_20241101
WP0019,2024-11-08,1.028279,1.025745,ev_weekly_nav_WP0019_20241108
WP0019,2024-11-15,1.025687,1.025252,ev_weekly_nav_WP0019_20241115
WP0019,2024-11-22,1.028331,1.024356,ev_weekly_nav_WP0019_20241122
WP0019,2024-11-29,1.031322,1.026575,ev_weekly_nav_WP0019_20241129
WP0019,2024-12-06,1.034906,1.029087,ev_weekly_nav_WP0019_20241206
WP0019,2024-12-13,1.031546,1.026476,ev_weekly_nav_WP0019_20241213
WP0019,2024-12-20,1.031872,1.026789,ev_weekly_nav_WP0019_20241220
WP0019,2024-12-27,1.033325,1.029551,ev_weekly_nav_WP0019_20241227
WP0019,2025-01-03,1.033292,1.031632,ev_weekly_nav_WP0019_20250103
WP0019,2025-01-10,1.032225,1.031154,ev_weekly_nav_WP0019_20250110
WP0019,2025-01-17,1.037448,1.033808,ev_weekly_nav_WP0019_20250117
WP0019,2025-01-24,1.041055,1.035844,ev_weekly_nav_WP0019_20250124
WP0019,2025-01-31,1.039703,1.035967,ev_weekly_nav_WP0019_20250131
WP0019,2025-02-07,1.038726,1.036094,ev_weekly_nav_WP0019_20250207
WP0019,2025-02-14,1.038706,1.038105,ev_weekly_nav_WP0019_20250214
WP0019,2025-02-21,1.039809,1.036363,ev_weekly_nav_WP0019_20250221
WP0019,2025-02-28,1.039132,1.038557,ev_weekly_nav_WP0019_20250228
WP0019,2025-03-07,1.037704,1.03745,ev_weekly_nav_WP0019_20250307
WP0019,2025-03-14,1.038748,1.039527,ev_weekly_nav_WP0019_20250314
WP0019,2025-03-21,1.045232,1.037945,ev_weekly_nav_WP0019_20250321
WP0019,2025-03-28,1.045033,1.038756,ev_weekly_nav_WP0019_20250328
WP0019,2025-04-04,1.046692,1.038643,ev_weekly_nav_WP0019_20250404
WP0020,2024-03-01,0.999363,1.0,ev_weekly_nav_WP0020_20240301
WP0020,2024-03-08,1.019201,1.004107,ev_weekly_nav_WP0020_20240308
WP0020,2024-03-15,1.021239,1.004175,ev_weekly_nav_WP0020_20240315
WP0020,2024-03-22,1.021451,1.010666,ev_weekly_nav_WP0020_20240322
WP0020,2024-03-29,0.997366,1.00821,ev_weekly_nav_WP0020_20240329
WP0020,2024-04-05,0.997184,1.0075,ev_weekly_nav_WP0020_20240405
WP0020,2024-04-12,0.998498,1.007524,ev_weekly_nav_WP0020_20240412
WP0020,2024-04-19,1.00126,1.00439,ev_weekly_nav_WP0020_20240419
WP0020,2024-04-26,0.991524,1.007684,ev_weekly_nav_WP0020_20240426
WP0020,2024-05-03,0.991138,1.017046,ev_weekly_nav_WP0020_20240503
WP0020,2024-05-10,0.992387,1.019967,ev_weekly_nav_WP0020_20240510
WP0020,2024-05-17,0.996965,1.018739,ev_weekly_nav_WP0020_20240517
WP0020,2024-05-24,0.996612,1.020831,ev_weekly_nav_WP0020_20240524
WP0020,2024-05-31,1.003966,1.025725,ev_weekly_nav_WP0020_20240531
WP0020,2024-06-07,1.006401,1.025815,ev_weekly_nav_WP0020_20240607
WP0020,2024-06-14,1.008757,1.030532,ev_weekly_nav_WP0020_20240614
WP0020,2024-06-21,1.010913,1.02697,ev_weekly_nav_WP0020_20240621
WP0020,2024-06-28,1.018541,1.030252,ev_weekly_nav_WP0020_20240628
WP0020,2024-07-05,1.004689,1.028874,ev_weekly_nav_WP0020_20240705
WP0020,2024-07-12,1.009366,1.027677,ev_weekly_nav_WP0020_20240712
WP0020,2024-07-19,1.01548,1.024953,ev_weekly_nav_WP0020_20240719
WP0020,2024-07-26,1.011678,1.026439,ev_weekly_nav_WP0020_20240726
WP0020,2024-08-02,1.010902,1.024793,ev_weekly_nav_WP0020_20240802
WP0020,2024-08-09,1.018105,1.025099,ev_weekly_nav_WP0020_20240809
WP0020,2024-08-16,1.012903,1.025321,ev_weekly_nav_WP0020_20240816
WP0020,2024-08-23,1.006218,1.029977,ev_weekly_nav_WP0020_20240823
WP0020,2024-08-30,1.013279,1.030971,ev_weekly_nav_WP0020_20240830
WP0020,2024-09-06,1.021287,1.026751,ev_weekly_nav_WP0020_20240906
WP0020,2024-09-13,1.020773,1.02692,ev_weekly_nav_WP0020_20240913
WP0020,2024-09-20,1.024817,1.033319,ev_weekly_nav_WP0020_20240920
WP0020,2024-09-27,1.02412,1.023381,ev_weekly_nav_WP0020_20240927
WP0020,2024-10-04,1.002276,1.013419,ev_weekly_nav_WP0020_20241004
WP0020,2024-10-11,1.001009,1.016075,ev_weekly_nav_WP0020_20241011
WP0020,2024-10-18,1.006573,1.014483,ev_weekly_nav_WP0020_20241018
WP0020,2024-10-25,1.01111,1.020476,ev_weekly_nav_WP0020_20241025
WP0020,2024-11-01,1.010595,1.021974,ev_weekly_nav_WP0020_20241101
WP0020,2024-11-08,1.012333,1.025868,ev_weekly_nav_WP0020_20241108
WP0020,2024-11-15,1.012748,1.030447,ev_weekly_nav_WP0020_20241115
WP0020,2024-11-22,1.017812,1.033846,ev_weekly_nav_WP0020_20241122
WP0020,2024-11-29,1.013712,1.037962,ev_weekly_nav_WP0020_20241129
WP0020,2024-12-06,1.022705,1.036234,ev_weekly_nav_WP0020_20241206
WP0020,2024-12-13,1.032665,1.033025,ev_weekly_nav_WP0020_20241213
WP0020,2024-12-20,1.030192,1.03528,ev_weekly_nav_WP0020_20241220
WP0020,2024-12-27,1.028995,1.034369,ev_weekly_nav_WP0020_20241227
WP0020,2025-01-03,1.018492,1.034834,ev_weekly_nav_WP0020_20250103
WP0020,2025-01-10,1.010225,1.037972,ev_weekly_nav_WP0020_20250110
WP0020,2025-01-17,1.00937,1.03463,ev_weekly_nav_WP0020_20250117
WP0020,2025-01-24,1.008683,1.045186,ev_weekly_nav_WP0020_20250124
WP0020,2025-01-31,1.000045,1.046397,ev_weekly_nav_WP0020_20250131
WP0020,2025-02-07,0.998307,1.041732,ev_weekly_nav_WP0020_20250207
WP0020,2025-02-14,0.997306,1.047895,ev_weekly_nav_WP0020_20250214
WP0020,2025-02-21,0.999394,1.051721,ev_weekly_nav_WP0020_20250221
WP0020,2025-02-28,0.995882,1.053525,ev_weekly_nav_WP0020_20250228
WP0020,2025-03-07,1.000516,1.053987,ev_weekly_nav_WP0020_20250307
WP0020,2025-03-14,0.996196,1.051919,ev_weekly_nav_WP0020_20250314
WP0020,2025-03-21,0.972756,1.048827,ev_weekly_nav_WP0020_20250321
WP0020,2025-03-28,0.965547,1.051936,ev_weekly_nav_WP0020_20250328
WP0020,2025-04-04,0.965338,1.049367,ev_weekly_nav_WP0020_20250404
WP0021,2024-03-01,0.99797,1.0,ev_weekly_nav_WP0021_20240301
WP0021,2024-03-08,1.001916,1.003116,ev_weekly_nav_WP0021_20240308
WP0021,2024-03-15,1.015123,1.004757,ev_weekly_nav_WP0021_20240315
WP0021,2024-03-22,1.019827,1.001143,ev_weekly_nav_WP0021_20240322
WP0021,2024-03-29,1.008733,1.014982,ev_weekly_nav_WP0021_20240329
WP0021,2024-04-05,1.014743,1.02259,ev_weekly_nav_WP0021_20240405
WP0021,2024-04-12,0.978919,1.013956,ev_weekly_nav_WP0021_20240412
WP0021,2024-04-19,0.981206,1.012618,ev_weekly_nav_WP0021_20240419
WP0021,2024-04-26,0.984004,1.017794,ev_weekly_nav_WP0021_20240426
WP0021,2024-05-03,0.999929,1.022117,ev_weekly_nav_WP0021_20240503
WP0021,2024-05-10,1.00118,1.018966,ev_weekly_nav_WP0021_20240510
WP0021,2024-05-17,1.004349,1.036798,ev_weekly_nav_WP0021_20240517
WP0021,2024-05-24,1.005307,1.040907,ev_weekly_nav_WP0021_20240524
WP0021,2024-05-31,1.018415,1.035175,ev_weekly_nav_WP0021_20240531
WP0021,2024-06-07,1.022379,1.033227,ev_weekly_nav_WP0021_20240607
WP0021,2024-06-14,1.017574,1.035164,ev_weekly_nav_WP0021_20240614
WP0021,2024-06-21,1.008543,1.039068,ev_weekly_nav_WP0021_20240621
WP0021,2024-06-28,0.993697,1.045225,ev_weekly_nav_WP0021_20240628
WP0021,2024-07-05,1.003804,1.034271,ev_weekly_nav_WP0021_20240705
WP0021,2024-07-12,1.012867,1.039971,ev_weekly_nav_WP0021_20240712
WP0021,2024-07-19,1.010717,1.042512,ev_weekly_nav_WP0021_20240719
WP0021,2024-07-26,1.000251,1.043385,ev_weekly_nav_WP0021_20240726
WP0021,2024-08-02,1.018568,1.042997,ev_weekly_nav_WP0021_20240802
WP0021,2024-08-09,1.019157,1.047027,ev_weekly_nav_WP0021_20240809
WP0021,2024-08-16,1.016506,1.043013,ev_weekly_nav_WP0021_20240816
WP0021,2024-08-23,1.017936,1.045471,ev_weekly_nav_WP0021_20240823
WP0021,2024-08-30,1.007614,1.051254,ev_weekly_nav_WP0021_20240830
WP0021,2024-09-06,1.011532,1.064958,ev_weekly_nav_WP0021_20240906
WP0021,2024-09-13,1.030333,1.064779,ev_weekly_nav_WP0021_20240913
WP0021,2024-09-20,1.027303,1.068372,ev_weekly_nav_WP0021_20240920
WP0021,2024-09-27,1.012667,1.048452,ev_weekly_nav_WP0021_20240927
WP0021,2024-10-04,1.022548,1.040313,ev_weekly_nav_WP0021_20241004
WP0021,2024-10-11,1.022835,1.03928,ev_weekly_nav_WP0021_20241011
WP0021,2024-10-18,1.017209,1.039643,ev_weekly_nav_WP0021_20241018
WP0021,2024-10-25,1.024754,1.040363,ev_weekly_nav_WP0021_20241025
WP0021,2024-11-01,1.03866,1.044727,ev_weekly_nav_WP0021_20241101
WP0021,2024-11-08,1.038698,1.04513,ev_weekly_nav_WP0021_20241108
WP0021,2024-11-15,1.048177,1.058616,ev_weekly_nav_WP0021_20241115
WP0021,2024-11-22,1.060015,1.058988,ev_weekly_nav_WP0021_20241122
WP0021,2024-11-29,1.037724,1.051565,ev_weekly_nav_WP0021_20241129
WP0021,2024-12-06,1.043764,1.048958,ev_weekly_nav_WP0021_20241206
WP0021,2024-12-13,1.03335,1.048277,ev_weekly_nav_WP0021_20241213
WP0021,2024-12-20,1.042024,1.056282,ev_weekly_nav_WP0021_20241220
WP0021,2024-12-27,1.046224,1.05408,ev_weekly_nav_WP0021_20241227
WP0021,2025-01-03,1.039337,1.047396,ev_weekly_nav_WP0021_20250103
WP0021,2025-01-10,1.046491,1.055068,ev_weekly_nav_WP0021_20250110
WP0021,2025-01-17,1.058636,1.049363,ev_weekly_nav_WP0021_20250117
WP0021,2025-01-24,1.053029,1.051223,ev_weekly_nav_WP0021_20250124
WP0021,2025-01-31,1.038316,1.052736,ev_weekly_nav_WP0021_20250131
WP0021,2025-02-07,1.028273,1.042059,ev_weekly_nav_WP0021_20250207
WP0021,2025-02-14,1.02491,1.04022,ev_weekly_nav_WP0021_20250214
WP0021,2025-02-21,1.024291,1.045167,ev_weekly_nav_WP0021_20250221
WP0021,2025-02-28,1.0253,1.046899,ev_weekly_nav_WP0021_20250228
WP0021,2025-03-07,1.02362,1.044218,ev_weekly_nav_WP0021_20250307
WP0021,2025-03-14,1.01924,1.047128,ev_weekly_nav_WP0021_20250314
WP0021,2025-03-21,1.015218,1.049562,ev_weekly_nav_WP0021_20250321
WP0021,2025-03-28,1.016894,1.058081,ev_weekly_nav_WP0021_20250328
WP0021,2025-04-04,1.012001,1.062287,ev_weekly_nav_WP0021_20250404
WP0022,2024-03-01,1.000952,1.0,ev_weekly_nav_WP0022_20240301
WP0022,2024-03-08,1.002978,0.999245,ev_weekly_nav_WP0022_20240308
WP0022,2024-03-15,0.99712,0.997679,ev_weekly_nav_WP0022_20240315
WP0022,2024-03-22,1.001351,1.0015,ev_weekly_nav_WP0022_20240322
WP0022,2024-03-29,1.009562,0.992551,ev_weekly_nav_WP0022_20240329
WP0022,2024-04-05,1.023046,0.993373,ev_weekly_nav_WP0022_20240405
WP0022,2024-04-12,1.009695,0.997667,ev_weekly_nav_WP0022_20240412
WP0022,2024-04-19,1.003823,1.002864,ev_weekly_nav_WP0022_20240419
WP0022,2024-04-26,1.022147,1.002688,ev_weekly_nav_WP0022_20240426
WP0022,2024-05-03,1.00959,0.995202,ev_weekly_nav_WP0022_20240503
WP0022,2024-05-10,1.018478,0.981488,ev_weekly_nav_WP0022_20240510
WP0022,2024-05-17,1.00617,0.977314,ev_weekly_nav_WP0022_20240517
WP0022,2024-05-24,0.992466,0.978783,ev_weekly_nav_WP0022_20240524
WP0022,2024-05-31,0.992099,0.980141,ev_weekly_nav_WP0022_20240531
WP0022,2024-06-07,0.98568,0.974751,ev_weekly_nav_WP0022_20240607
WP0022,2024-06-14,0.991376,0.96698,ev_weekly_nav_WP0022_20240614
WP0022,2024-06-21,0.992144,0.967067,ev_weekly_nav_WP0022_20240621
WP0022,2024-06-28,0.988922,0.959428,ev_weekly_nav_WP0022_20240628
WP0022,2024-07-05,1.008726,0.95343,ev_weekly_nav_WP0022_20240705
WP0022,2024-07-12,1.001804,0.953007,ev_weekly_nav_WP0022_20240712
WP0022,2024-07-19,0.997173,0.950801,ev_weekly_nav_WP0022_20240719
