product_id,date,nav,benchmark_nav,evidence_id
SP0029,2024-07-12,1.003273,1.0,ev_product_nav_SP0029_01
SP0029,2024-07-19,1.005139,1.002926,ev_product_nav_SP0029_02
SP0029,2024-07-26,1.007474,0.999411,ev_product_nav_SP0029_03
SP0029,2024-08-02,1.009132,1.001268,ev_product_nav_SP0029_04
SP0029,2024-08-09,1.007386,1.002373,ev_product_nav_SP0029_05
SP0029,2024-08-16,0.990698,0.994181,ev_product_nav_SP0029_06
SP0029,2024-08-23,0.991343,0.99378,ev_product_nav_SP0029_07
SP0029,2024-08-30,0.991513,0.992718,ev_product_nav_SP0029_08
SP0029,2024-09-06,0.991421,0.991922,ev_product_nav_SP0029_09
SP0029,2024-09-13,0.99379,0.988719,ev_product_nav_SP0029_10
SP0029,2024-09-20,0.992868,0.994252,ev_product_nav_SP0029_11
SP0029,2024-09-27,0.991491,0.99743,ev_product_nav_SP0029_12
SP0029,2024-10-04,0.990393,1.00049,ev_product_nav_SP0029_13
SP0029,2024-10-11,0.991762,0.998893,ev_product_nav_SP0029_14
SP0029,2024-10-18,0.990854,0.999984,ev_product_nav_SP0029_15
SP0029,2024-10-25,0.992477,0.998706,ev_product_nav_SP0029_16
SP0029,2024-11-01,0.993823,1.001256,ev_product_nav_SP0029_17
SP0029,2024-11-08,0.992434,0.999686,ev_product_nav_SP0029_18
SP0029,2024-11-15,0.992105,0.999966,ev_product_nav_SP0029_19
SP0029,2024-11-22,0.994352,0.995592,ev_product_nav_SP0029_20
SP0029,2024-11-29,0.99306,0.998531,ev_product_nav_SP0029_21
SP0029,2024-12-06,0.994524,1.001926,ev_product_nav_SP0029_22
SP0029,2024-12-13,0.996535,0.997284,ev_product_nav_SP0029_23
SP0029,2024-12-20,0.995669,0.994577,ev_product_nav_SP0029_24
SP0029,2024-12-27,0.992037,0.990248,ev_product_nav_SP0029_25
SP0029,2025-01-03,0.990155,0.990076,ev_product_nav_SP0029_26
SP0030,2024-05-03,1.005868,1.0,ev_product_nav_SP0030_01
SP0030,2024-05-10,1.009338,1.004789,ev_product_nav_SP0030_02
SP0030,2024-05-17,1.015526,1.006279,ev_product_nav_SP0030_03
SP0030,2024-05-24,1.026015,1.008724,ev_product_nav_SP0030_04
SP0030,2024-05-31,1.025263,1.007807,ev_product_nav_SP0030_05
SP0030,2024-06-07,1.034141,1.009468,ev_product_nav_SP0030_06
SP0030,2024-06-14,1.041989,1.009844,ev_product_nav_SP0030_07
SP0030,2024-06-21,1.049386,1.013926,ev_product_nav_SP0030_08
SP0030,2024-06-28,1.051191,1.015279,ev_product_nav_SP0030_09
SP0030,2024-07-05,1.047855,1.013046,ev_product_nav_SP0030_10
SP0030,2024-07-12,1.046971,1.01658,ev_product_nav_SP0030_11
SP0030,2024-07-19,1.045328,1.020051,ev_product_nav_SP0030_12
SP0030,2024-07-26,1.045323,1.018556,ev_product_nav_SP0030_13
SP0030,2024-08-02,1.042873,1.019298,ev_product_nav_SP0030_14
SP0030,2024-08-09,1.016854,1.002996,ev_product_nav_SP0030_15
SP0030,2024-08-16,1.006581,0.998073,ev_product_nav_SP0030_16
SP0030,2024-08-23,1.005988,1.002035,ev_product_nav_SP0030_17
SP0030,2024-08-30,1.003553,1.008016,ev_product_nav_SP0030_18
SP0030,2024-09-06,1.001063,1.006268,ev_product_nav_SP0030_19
SP0030,2024-09-13,1.010781,1.002588,ev_product_nav_SP0030_20
SP0030,2024-09-20,1.007952,1.006586,ev_product_nav_SP0030_21
SP0030,2024-09-27,1.009761,1.005665,ev_product_nav_SP0030_22
SP0030,2024-10-04,1.009889,1.012119,ev_product_nav_SP0030_23
SP0030,2024-10-11,1.012601,1.015409,ev_product_nav_SP0030_24
SP0030,2024-10-18,1.02074,1.013795,ev_product_nav_SP0030_25
SP0030,2024-10-25,1.022832,1.01705,ev_product_nav_SP0030_26
SP0030,2024-11-01,1.02676,1.021933,ev_product_nav_SP0030_27
SP0030,2024-11-08,1.001588,1.008604,ev_product_nav_SP0030_28
SP0030,2024-11-15,1.005851,1.013597,ev_product_nav_SP0030_29
SP0030,2024-11-22,0.998882,1.014024,ev_product_nav_SP0030_30
SP0030,2024-11-29,1.002653,1.012199,ev_product_nav_SP0030_31
SP0030,2024-12-06,1.00122,1.013662,ev_product_nav_SP0030_32
SP0030,2024-12-13,0.999181,1.019898,ev_product_nav_SP0030_33
SP0030,2024-12-20,0.995368,1.01897,ev_product_nav_SP0030_34
SP0030,2024-12-27,0.989774,1.017224,ev_product_nav_SP0030_35
SP0030,2025-01-03,0.999357,1.016358,ev_product_nav_SP0030_36
SP0031,2024-06-07,1.001283,1.0,ev_product_nav_SP0031_01
SP0031,2024-06-14,0.992169,0.987907,ev_product_nav_SP0031_02
SP0031,2024-06-21,1.003251,0.986049,ev_product_nav_SP0031_03
SP0031,2024-06-28,0.996019,0.994352,ev_product_nav_SP0031_04
SP0031,2024-07-05,1.002987,0.991828,ev_product_nav_SP0031_05
SP0031,2024-07-12,0.984744,0.98617,ev_product_nav_SP0031_06
SP0031,2024-07-19,0.986723,0.989595,ev_product_nav_SP0031_07
SP0031,2024-07-26,0.984259,1.002733,ev_product_nav_SP0031_08
SP0031,2024-08-02,0.978778,0.995495,ev_product_nav_SP0031_09
SP0031,2024-08-09,0.98278,0.994027,ev_product_nav_SP0031_10
SP0031,2024-08-16,0.985218,0.984057,ev_product_nav_SP0031_11
SP0031,2024-08-23,0.9892,0.993144,ev_product_nav_SP0031_12
SP0031,2024-08-30,0.984695,0.997276,ev_product_nav_SP0031_13
SP0031,2024-09-06,0.998435,1.006449,ev_product_nav_SP0031_14
SP0031,2024-09-13,1.00242,1.02521,ev_product_nav_SP0031_15
SP0031,2024-09-20,1.01947,1.025822,ev_product_nav_SP0031_16
SP0031,2024-09-27,1.011527,1.030057,ev_product_nav_SP0031_17
SP0031,2024-10-04,1.004024,1.035342,ev_product_nav_SP0031_18
SP0031,2024-10-11,0.997459,1.028905,ev_product_nav_SP0031_19
SP0031,2024-10-18,0.983659,1.016116,ev_product_nav_SP0031_20
SP0031,2024-10-25,0.988741,1.021335,ev_product_nav_SP0031_21
SP0031,2024-11-01,1.001372,1.032331,ev_product_nav_SP0031_22
SP0031,2024-11-08,0.995255,1.044721,ev_product_nav_SP0031_23
SP0031,2024-11-15,1.001865,1.044137,ev_product_nav_SP0031_24
SP0031,2024-11-22,0.99451,1.048593,ev_product_nav_SP0031_25
SP0031,2024-11-29,0.986252,1.054106,ev_product_nav_SP0031_26
SP0031,2024-12-06,0.980672,1.068165,ev_product_nav_SP0031_27
SP0031,2024-12-13,0.986363,1.057205,ev_product_nav_SP0031_28
SP0031,2024-12-20,0.974933,1.065632,ev_product_nav_SP0031_29
SP0031,2024-12-27,0.977732,1.063495,ev_product_nav_SP0031_30
SP0031,2025-01-03,0.984766,1.054494,ev_product_nav_SP0031_31
SP0032,2024-07-12,1.004983,1.0,ev_product_nav_SP0032_01
SP0032,2024-07-19,1.013691,1.017558,ev_product_nav_SP0032_02
SP0032,2024-07-26,1.088312,1.003287,ev_product_nav_SP0032_03
SP0032,2024-08-02,1.11523,0.992287,ev_product_nav_SP0032_04
SP0032,2024-08-09,1.141861,0.966114,ev_product_nav_SP0032_05
SP0032,2024-08-16,1.075271,1.001178,ev_product_nav_SP0032_06
SP0032,2024-08-23,1.125428,1.005907,ev_product_nav_SP0032_07
SP0032,2024-08-30,1.123276,1.01606,ev_product_nav_SP0032_08
SP0032,2024-09-06,1.091705,1.003575,ev_product_nav_SP0032_09
SP0032,2024-09-13,1.123535,1.01393,ev_product_nav_SP0032_10
SP0032,2024-09-20,1.145471,1.02765,ev_product_nav_SP0032_11
SP0032,2024-09-27,1.116222,1.028102,ev_product_nav_SP0032_12
SP0032,2024-10-04,1.08812,1.005751,ev_product_nav_SP0032_13
SP0032,2024-10-11,1.058311,1.01535,ev_product_nav_SP0032_14
SP0032,2024-10-18,0.989566,1.008535,ev_product_nav_SP0032_15
SP0032,2024-10-25,0.983035,1.007957,ev_product_nav_SP0032_16
SP0032,2024-11-01,0.983574,0.994674,ev_product_nav_SP0032_17
SP0032,2024-11-08,0.961708,0.981601,ev_product_nav_SP0032_18
SP0032,2024-11-15,0.983203,0.965851,ev_product_nav_SP0032_19
SP0032,2024-11-22,0.994743,0.961242,ev_product_nav_SP0032_20
SP0032,2024-11-29,0.978481,0.922704,ev_product_nav_SP0032_21
SP0032,2024-12-06,0.980078,0.928177,ev_product_nav_SP0032_22
SP0032,2024-12-13,1.00307,0.948734,ev_product_nav_SP0032_23
SP0032,2024-12-20,1.019615,0.990044,ev_product_nav_SP0032_24
SP0032,2024-12-27,0.971034,0.99353,ev_product_nav_SP0032_25
SP0032,2025-01-03,0.984803,0.953773,ev_product_nav_SP0032_26
SP0033,2024-06-14,1.005444,1.0,ev_product_nav_SP0033_01
SP0033,2024-06-21,1.001553,1.01062,ev_product_nav_SP0033_02
SP0033,2024-06-28,1.001626,1.010451,ev_product_nav_SP0033_03
SP0033,2024-07-05,1.011758,1.009507,ev_product_nav_SP0033_04
SP0033,2024-07-12,1.022818,1.007513,ev_product_nav_SP0033_05
SP0033,2024-07-19,1.019747,1.009793,ev_product_nav_SP0033_06
SP0033,2024-07-26,1.016951,1.005747,ev_product_nav_SP0033_07
SP0033,2024-08-02,1.009954,1.006747,ev_product_nav_SP0033_08
SP0033,2024-08-09,1.003741,0.99937,ev_product_nav_SP0033_09
SP0033,2024-08-16,0.998186,0.989556,ev_product_nav_SP0033_10
SP0033,2024-08-23,0.996949,1.00011,ev_product_nav_SP0033_11
SP0033,2024-08-30,1.004266,1.001485,ev_product_nav_SP0033_12
SP0033,2024-09-06,1.013893,1.004173,ev_product_nav_SP0033_13
SP0033,2024-09-13,1.025344,1.013343,ev_product_nav_SP0033_14
SP0033,2024-09-20,1.028469,1.015052,ev_product_nav_SP0033_15
SP0033,2024-09-27,1.042926,1.019911,ev_product_nav_SP0033_16
SP0033,2024-10-04,1.037686,1.022856,ev_product_nav_SP0033_17
SP0033,2024-10-11,1.04179,1.018496,ev_product_nav_SP0033_18
SP0033,2024-10-18,1.031614,1.02962,ev_product_nav_SP0033_19
SP0033,2024-10-25,0.998264,1.003654,ev_product_nav_SP0033_20
SP0033,2024-11-01,1.000752,1.008939,ev_product_nav_SP0033_21
SP0033,2024-11-08,0.996175,1.014548,ev_product_nav_SP0033_22
SP0033,2024-11-15,1.004774,1.019078,ev_product_nav_SP0033_23
SP0033,2024-11-22,0.997463,1.012785,ev_product_nav_SP0033_24
SP0033,2024-11-29,0.997318,1.014207,ev_product_nav_SP0033_25
SP0033,2024-12-06,1.006957,1.024118,ev_product_nav_SP0033_26
SP0033,2024-12-13,1.015888,1.024763,ev_product_nav_SP0033_27
SP0033,2024-12-20,1.026439,1.015615,ev_product_nav_SP0033_28
SP0033,2024-12-27,1.038762,1.02301,ev_product_nav_SP0033_29
SP0033,2025-01-03,1.03541,1.030678,ev_product_nav_SP0033_30
SP0034,2024-03-01,0.998303,1.0,ev_product_nav_SP0034_01
SP0034,2024-03-08,1.006514,1.034617,ev_product_nav_SP0034_02
SP0034,2024-03-15,1.079175,1.029411,ev_product_nav_SP0034_03
SP0034,2024-03-22,1.03633,1.006524,ev_product_nav_SP0034_04
SP0034,2024-03-29,1.060468,0.980923,ev_product_nav_SP0034_05
SP0034,2024-04-05,1.046321,0.962493,ev_product_nav_SP0034_06
SP0034,2024-04-12,1.070093,0.958702,ev_product_nav_SP0034_07
SP0034,2024-04-19,1.085024,0.960501,ev_product_nav_SP0034_08
SP0034,2024-04-26,1.083104,0.950486,ev_product_nav_SP0034_09
SP0034,2024-05-03,1.109311,0.943459,ev_product_nav_SP0034_10
SP0034,2024-05-10,1.09637,0.953635,ev_product_nav_SP0034_11
SP0034,2024-05-17,1.109731,0.935426,ev_product_nav_SP0034_12
SP0034,2024-05-24,1.133663,0.939259,ev_product_nav_SP0034_13
SP0034,2024-05-31,1.130688,0.926318,ev_product_nav_SP0034_14
SP0034,2024-06-07,1.156967,0.949848,ev_product_nav_SP0034_15
SP0034,2024-06-14,1.128462,0.977445,ev_product_nav_SP0034_16
SP0034,2024-06-21,1.169044,0.972559,ev_product_nav_SP0034_17
SP0034,2024-06-28,1.207049,0.968832,ev_product_nav_SP0034_18
SP0034,2024-07-05,1.165732,0.964183,ev_product_nav_SP0034_19
SP0034,2024-07-12,1.147923,0.981289,ev_product_nav_SP0034_20
SP0034,2024-07-19,1.145078,0.979996,ev_product_nav_SP0034_21
SP0034,2024-07-26,1.167008,0.941686,ev_product_nav_SP0034_22
SP0034,2024-08-02,1.186982,0.935464,ev_product_nav_SP0034_23
SP0034,2024-08-09,1.159704,0.915023,ev_product_nav_SP0034_24
SP0034,2024-08-16,1.178168,0.931537,ev_product_nav_SP0034_25
SP0034,2024-08-23,1.182561,0.935941,ev_product_nav_SP0034_26
SP0034,2024-08-30,1.214312,0.928478,ev_product_nav_SP0034_27
SP0034,2024-09-06,1.167407,0.934812,ev_product_nav_SP0034_28
SP0034,2024-09-13,1.198286,0.962021,ev_product_nav_SP0034_29
SP0034,2024-09-20,1.172935,0.973095,ev_product_nav_SP0034_30
SP0034,2024-09-27,1.100617,0.924859,ev_product_nav_SP0034_31
SP0034,2024-10-04,1.098736,0.929375,ev_product_nav_SP0034_32
SP0034,2024-10-11,1.081437,0.924616,ev_product_nav_SP0034_33
SP0034,2024-10-18,1.096929,0.907867,ev_product_nav_SP0034_34
SP0034,2024-10-25,1.07904,0.925078,ev_product_nav_SP0034_35
SP0034,2024-11-01,1.063369,0.914024,ev_product_nav_SP0034_36
SP0034,2024-11-08,1.068161,0.917106,ev_product_nav_SP0034_37
SP0034,2024-11-15,1.053805,0.94906,ev_product_nav_SP0034_38
SP0034,2024-11-22,1.054314,0.940049,ev_product_nav_SP0034_39
SP0034,2024-11-29,1.023965,0.937597,ev_product_nav_SP0034_40
SP0034,2024-12-06,0.992748,0.935103,ev_product_nav_SP0034_41
SP0034,2024-12-13,1.004326,0.954206,ev_product_nav_SP0034_42
SP0034,2024-12-20,0.988424,0.932178,ev_product_nav_SP0034_43
SP0034,2024-12-27,1.020904,0.942953,ev_product_nav_SP0034_44
SP0034,2025-01-03,1.035407,0.949764,ev_product_nav_SP0034_45
SP0035,2024-05-31,1.005726,1.0,ev_product_nav_SP0035_01
SP0035,2024-06-07,1.040165,1.013706,ev_product_nav_SP0035_02
SP0035,2024-06-14,1.078111,0.979743,ev_product_nav_SP0035_03
SP0035,2024-06-21,1.003659,0.995327,ev_product_nav_SP0035_04
SP0035,2024-06-28,1.002158,1.000458,ev_product_nav_SP0035_05
SP0035,2024-07-05,0.936462,1.046652,ev_product_nav_SP0035_06
SP0035,2024-07-12,0.929588,1.027734,ev_product_nav_SP0035_07
SP0035,2024-07-19,0.892663,0.999616,ev_product_nav_SP0035_08
SP0035,2024-07-26,0.882892,1.03053,ev_product_nav_SP0035_09
SP0035,2024-08-02,0.908452,1.027608,ev_product_nav_SP0035_10
SP0035,2024-08-09,0.854877,1.011271,ev_product_nav_SP0035_11
SP0035,2024-08-16,0.843644,0.97479,ev_product_nav_SP0035_12
SP0035,2024-08-23,0.861889,0.987791,ev_product_nav_SP0035_13
SP0035,2024-08-30,0.842257,1.013251,ev_product_nav_SP0035_14
SP0035,2024-09-06,0.843465,0.991097,ev_product_nav_SP0035_15
SP0035,2024-09-13,0.9015,0.995693,ev_product_nav_SP0035_16
SP0035,2024-09-20,0.893484,1.010075,ev_product_nav_SP0035_17
SP0035,2024-09-27,0.871529,0.994751,ev_product_nav_SP0035_18
SP0035,2024-10-04,0.898248,1.006929,ev_product_nav_SP0035_19
SP0035,2024-10-11,0.895093,0.995184,ev_product_nav_SP0035_20
SP0035,2024-10-18,0.902705,0.993703,ev_product_nav_SP0035_21
SP0035,2024-10-25,0.864744,1.02742,ev_product_nav_SP0035_22
SP0035,2024-11-01,0.875196,1.070906,ev_product_nav_SP0035_23
SP0035,2024-11-08,0.771572,1.037547,ev_product_nav_SP0035_24
SP0035,2024-11-15,0.771137,1.040892,ev_product_nav_SP0035_25
SP0035,2024-11-22,0.794873,1.021829,ev_product_nav_SP0035_26
SP0035,2024-11-29,0.808451,1.011346,ev_product_nav_SP0035_27
SP0035,2024-12-06,0.803803,1.022607,ev_product_nav_SP0035_28
SP0035,2024-12-13,0.824797,1.008871,ev_product_nav_SP0035_29
SP0035,2024-12-20,0.838964,1.001086,ev_product_nav_SP0035_30
SP0035,2024-12-27,0.830172,1.024411,ev_product_nav_SP0035_31
SP0035,2025-01-03,0.882002,1.024196,ev_product_nav_SP0035_32
SP0036,2024-03-22,1.005909,1.0,ev_product_nav_SP0036_01
SP0036,2024-03-29,1.0201,0.995945,ev_product_nav_SP0036_02
SP0036,2024-04-05,1.02577,1.004281,ev_product_nav_SP0036_03
SP0036,2024-04-12,1.025515,1.008581,ev_product_nav_SP0036_04
SP0036,2024-04-19,1.018973,1.008569,ev_product_nav_SP0036_05
SP0036,2024-04-26,1.028496,1.001724,ev_product_nav_SP0036_06
SP0036,2024-05-03,1.04088,1.001878,ev_product_nav_SP0036_07
SP0036,2024-05-10,1.036344,1.004277,ev_product_nav_SP0036_08
SP0036,2024-05-17,1.037436,1.001353,ev_product_nav_SP0036_09
SP0036,2024-05-24,1.053272,1.002238,ev_product_nav_SP0036_10
SP0036,2024-05-31,1.056044,1.01299,ev_product_nav_SP0036_11
SP0036,2024-06-07,1.050079,1.017542,ev_product_nav_SP0036_12
SP0036,2024-06-14,1.051303,1.013923,ev_product_nav_SP0036_13
SP0036,2024-06-21,1.046696,1.015981,ev_product_nav_SP0036_14
SP0036,2024-06-28,1.050988,1.025518,ev_product_nav_SP0036_15
SP0036,2024-07-05,1.039004,1.018188,ev_product_nav_SP0036_16
SP0036,2024-07-12,1.04437,1.00985,ev_product_nav_SP0036_17
SP0036,2024-07-19,1.042742,1.011398,ev_product_nav_SP0036_18
SP0036,2024-07-26,1.035289,1.01104,ev_product_nav_SP0036_19
SP0036,2024-08-02,1.029794,1.010779,ev_product_nav_SP0036_20
SP0036,2024-08-09,1.027952,1.011613,ev_product_nav_SP0036_21
SP0036,2024-08-16,1.027953,1.004108,ev_product_nav_SP0036_22
SP0036,2024-08-23,1.034249,1.006145,ev_product_nav_SP0036_23
SP0036,2024-08-30,1.029074,1.007171,ev_product_nav_SP0036_24
SP0036,2024-09-06,1.030984,1.000653,ev_product_nav_SP0036_25
SP0036,2024-09-13,1.040963,0.99369,ev_product_nav_SP0036_26
SP0036,2024-09-20,1.051221,1.007007,ev_product_nav_SP0036_27
SP0036,2024-09-27,1.054295,1.008909,ev_product_nav_SP0036_28
SP0036,2024-10-04,1.069893,1.01085,ev_product_nav_SP0036_29
SP0036,2024-10-11,1.068524,1.01403,ev_product_nav_SP0036_30
SP0036,2024-10-18,1.071223,1.008796,ev_product_nav_SP0036_31
SP0036,2024-10-25,1.073453,1.000519,ev_product_nav_SP0036_32
SP0036,2024-11-01,1.080059,1.004512,ev_product_nav_SP0036_33
SP0036,2024-11-08,1.079602,1.005878,ev_product_nav_SP0036_34
SP0036,2024-11-15,1.082329,1.005406,ev_product_nav_SP0036_35
SP0036,2024-11-22,1.079482,1.006516,ev_product_nav_SP0036_36
SP0036,2024-11-29,1.067307,1.002974,ev_product_nav_SP0036_37
SP0036,2024-12-06,1.068686,1.002513,ev_product_nav_SP0036_38
SP0036,2024-12-13,1.085355,1.005477,ev_product_nav_SP0036_39
SP0036,2024-12-20,1.089069,1.00864,ev_product_nav_SP0036_40
SP0036,2024-12-27,1.0854,1.012173,ev_product_nav_SP0036_41
SP0036,2025-01-03,1.087777,1.006307,ev_product_nav_SP0036_42
SP0037,2024-03-15,0.998373,1.0,ev_product_nav_SP0037_01
SP0037,2024-03-22,0.998849,1.001504,ev_product_nav_SP0037_02
SP0037,2024-03-29,0.999534,1.001901,ev_product_nav_SP0037_03
SP0037,2024-04-05,0.999816,1.007081,ev_product_nav_SP0037_04
SP0037,2024-04-12,0.9993,1.007565,ev_product_nav_SP0037_05
SP0037,2024-04-19,0.998907,1.012204,ev_product_nav_SP0037_06
SP0037,2024-04-26,0.9976,1.012674,ev_product_nav_SP0037_07
SP0037,2024-05-03,0.996996,1.0185,ev_product_nav_SP0037_08
SP0037,2024-05-10,0.997564,1.023767,ev_product_nav_SP0037_09
SP0037,2024-05-17,0.99873,1.025209,ev_product_nav_SP0037_10
SP0037,2024-05-24,1.000524,1.026574,ev_product_nav_SP0037_11
SP0037,2024-05-31,0.999498,1.028492,ev_product_nav_SP0037_12
SP0037,2024-06-07,0.999967,1.025424,ev_product_nav_SP0037_13
SP0037,2024-06-14,0.999055,1.028353,ev_product_nav_SP0037_14
SP0037,2024-06-21,0.998544,1.025081,ev_product_nav_SP0037_15
SP0037,2024-06-28,0.99748,1.024051,ev_product_nav_SP0037_16
SP0037,2024-07-05,0.997358,1.029391,ev_product_nav_SP0037_17
SP0037,2024-07-12,0.998521,1.033153,ev_product_nav_SP0037_18
SP0037,2024-07-19,0.997249,1.033262,ev_product_nav_SP0037_19
SP0037,2024-07-26,0.998133,1.03474,ev_product_nav_SP0037_20
SP0037,2024-08-02,0.997989,1.036927,ev_product_nav_SP0037_21
SP0037,2024-08-09,0.998071,1.036602,ev_product_nav_SP0037_22
SP0037,2024-08-16,0.997941,1.040748,ev_product_nav_SP0037_23
SP0037,2024-08-23,0.997656,1.039464,ev_product_nav_SP0037_24
SP0037,2024-08-30,0.99885,1.039777,ev_product_nav_SP0037_25
SP0037,2024-09-06,1.000062,1.035828,ev_product_nav_SP0037_26
SP0037,2024-09-13,0.99942,1.036007,ev_product_nav_SP0037_27
SP0037,2024-09-20,0.999393,1.03652,ev_product_nav_SP0037_28
SP0037,2024-09-27,1.000272,1.036053,ev_product_nav_SP0037_29
SP0037,2024-10-04,0.998231,1.034907,ev_product_nav_SP0037_30
SP0037,2024-10-11,0.999728,1.034122,ev_product_nav_SP0037_31
SP0037,2024-10-18,0.998598,1.03819,ev_product_nav_SP0037_32
SP0037,2024-10-25,0.999488,1.039917,ev_product_nav_SP0037_33
SP0037,2024-11-01,0.998042,1.046796,ev_product_nav_SP0037_34
SP0037,2024-11-08,0.997353,1.049379,ev_product_nav_SP0037_35
SP0037,2024-11-15,0.996112,1.046577,ev_product_nav_SP0037_36
SP0037,2024-11-22,0.995747,1.047955,ev_product_nav_SP0037_37
SP0037,2024-11-29,0.996684,1.051889,ev_product_nav_SP0037_38
SP0037,2024-12-06,0.996303,1.047164,ev_product_nav_SP0037_39
SP0037,2024-12-13,0.996461,1.049114,ev_product_nav_SP0037_40
SP0037,2024-12-20,0.99766,1.050479,ev_product_nav_SP0037_41
SP0037,2024-12-27,0.998734,1.0497,ev_product_nav_SP0037_42
SP0037,2025-01-03,0.997046,1.052257,ev_product_nav_SP0037_43
SP0038,2024-04-05,1.002632,1.0,ev_product_nav_SP0038_01
SP0038,2024-04-12,1.004375,1.004927,ev_product_nav_SP0038_02
SP0038,2024-04-19,1.004448,1.006074,ev_product_nav_SP0038_03
SP0038,2024-04-26,1.007099,1.005105,ev_product_nav_SP0038_04
SP0038,2024-05-03,1.004546,1.001305,ev_product_nav_SP0038_05
SP0038,2024-05-10,1.004469,1.004448,ev_product_nav_SP0038_06
SP0038,2024-05-17,1.007582,1.005032,ev_product_nav_SP0038_07
SP0038,2024-05-24,1.007419,0.998649,ev_product_nav_SP0038_08
SP0038,2024-05-31,1.005755,0.99475,ev_product_nav_SP0038_09
SP0038,2024-06-07,1.004903,0.997857,ev_product_nav_SP0038_10
SP0038,2024-06-14,1.004433,1.000737,ev_product_nav_SP0038_11
SP0038,2024-06-21,1.005864,1.005577,ev_product_nav_SP0038_12
SP0038,2024-06-28,1.005243,1.009483,ev_product_nav_SP0038_13
SP0038,2024-07-05,1.006056,1.011682,ev_product_nav_SP0038_14
SP0038,2024-07-12,1.008616,1.013088,ev_product_nav_SP0038_15
SP0038,2024-07-19,1.011035,1.015578,ev_product_nav_SP0038_16
SP0038,2024-07-26,1.0139,1.014918,ev_product_nav_SP0038_17
SP0038,2024-08-02,1.01743,1.019282,ev_product_nav_SP0038_18
SP0038,2024-08-09,1.017207,1.018236,ev_product_nav_SP0038_19
SP0038,2024-08-16,1.015567,1.021997,ev_product_nav_SP0038_20
SP0038,2024-08-23,1.015004,1.016653,ev_product_nav_SP0038_21
SP0038,2024-08-30,1.01486,1.016212,ev_product_nav_SP0038_22
SP0038,2024-09-06,1.017186,1.015696,ev_product_nav_SP0038_23
SP0038,2024-09-13,1.019036,1.009873,ev_product_nav_SP0038_24
SP0038,2024-09-20,1.019653,1.008703,ev_product_nav_SP0038_25
SP0038,2024-09-27,1.018337,1.005974,ev_product_nav_SP0038_26
SP0038,2024-10-04,1.018877,1.001029,ev_product_nav_SP0038_27
SP0038,2024-10-11,1.023114,1.00482,ev_product_nav_SP0038_28
SP0038,2024-10-18,1.022899,1.005303,ev_product_nav_SP0038_29
SP0038,2024-10-25,1.02783,1.008405,ev_product_nav_SP0038_30
SP0038,2024-11-01,1.027716,1.011263,ev_product_nav_SP0038_31
SP0038,2024-11-08,1.028531,1.014554,ev_product_nav_SP0038_32
SP0038,2024-11-15,1.030729,1.015148,ev_product_nav_SP0038_33
SP0038,2024-11-22,1.030421,1.00983,ev_product_nav_SP0038_34
SP0038,2024-11-29,1.029982,1.016598,ev_product_nav_SP0038_35
SP0038,2024-12-06,1.027829,1.015852,ev_product_nav_SP0038_36
SP0038,2024-12-13,1.031837,1.018344,ev_product_nav_SP0038_37
SP0038,2024-12-20,1.031051,1.017954,ev_product_nav_SP0038_38
SP0038,2024-12-27,1.031666,1.015835,ev_product_nav_SP0038_39
SP0038,2025-01-03,1.03148,1.017386,ev_product_nav_SP0038_40
SP0039,2024-05-31,0.996307,1.0,ev_product_nav_SP0039_01
SP0039,2024-06-07,1.001944,0.997603,ev_product_nav_SP0039_02
SP0039,2024-06-14,1.006541,0.999824,ev_product_nav_SP0039_03
SP0039,2024-06-21,1.006118,1.005603,ev_product_nav_SP0039_04
SP0039,2024-06-28,1.006147,1.004473,ev_product_nav_SP0039_05
SP0039,2024-07-05,1.012056,1.002703,ev_product_nav_SP0039_06
SP0039,2024-07-12,1.006024,0.998992,ev_product_nav_SP0039_07
SP0039,2024-07-19,1.01315,0.998784,ev_product_nav_SP0039_08
SP0039,2024-07-26,1.020802,1.005506,ev_product_nav_SP0039_09
SP0039,2024-08-02,1.025762,1.003248,ev_product_nav_SP0039_10
SP0039,2024-08-09,1.031343,1.001648,ev_product_nav_SP0039_11
SP0039,2024-08-16,1.027648,1.004645,ev_product_nav_SP0039_12
SP0039,2024-08-23,1.038817,1.004804,ev_product_nav_SP0039_13
SP0039,2024-08-30,1.047319,1.008147,ev_product_nav_SP0039_14
SP0039,2024-09-06,1.052369,1.002092,ev_product_nav_SP0039_15
SP0039,2024-09-13,1.054827,1.006157,ev_product_nav_SP0039_16
SP0039,2024-09-20,1.050864,1.006461,ev_product_nav_SP0039_17
SP0039,2024-09-27,1.048358,1.013929,ev_product_nav_SP0039_18
SP0039,2024-10-04,1.045575,1.014845,ev_product_nav_SP0039_19
SP0039,2024-10-11,1.04077,1.009766,ev_product_nav_SP0039_20
SP0039,2024-10-18,1.043427,1.013868,ev_product_nav_SP0039_21
SP0039,2024-10-25,1.054517,1.012244,ev_product_nav_SP0039_22
SP0039,2024-11-01,1.058826,1.013509,ev_product_nav_SP0039_23
SP0039,2024-11-08,1.058615,1.01416,ev_product_nav_SP0039_24
SP0039,2024-11-15,1.051549,1.023286,ev_product_nav_SP0039_25
SP0039,2024-11-22,1.054927,1.02435,ev_product_nav_SP0039_26
SP0039,2024-11-29,1.054508,1.030258,ev_product_nav_SP0039_27
